Time_Earth,Flux_Earth
1764.819153332877,20806126.0
1764.8205422214066,20803066.0
1764.8219311101702,20802960.0
1764.8233199987023,20801724.0
1764.8247088872358,20800596.0
1764.8260977757707,20800360.0
1764.8274866643071,20800362.0
1764.828875552844,20801436.0
1764.8302644413818,20797340.0
1764.831653329921,20797512.0
1764.8330422184613,20794632.0
1764.834431107003,20793300.0
1764.8358199955455,20798514.0
1764.8372088838573,20796862.0
1764.838597772403,20792830.0
1764.8399866609493,20798436.0
1764.8413755494967,20797916.0
1764.8427644378128,20797212.0
1764.8441533263624,20798286.0
1764.8455422149136,20795938.0
1764.846931103233,20798232.0
1764.8483199917869,20798066.0
1764.8497088801093,20797700.0
1764.851097768665,20794354.0
1764.8524866569892,20796032.0
1764.8538755453146,20796420.0
1764.855264433874,20798234.0
1764.8566533222015,20796948.0
1764.8580422105304,20801364.0
1764.8594310990932,20805992.0
1764.8608199874252,20805882.0
1764.8622088757581,20809338.0
1764.863597764092,20812452.0
1764.8649866524265,20817254.0
1764.8663755407624,20819050.0
1764.8677644290995,20822830.0
1764.869153317438,20824856.0
1764.8705422057774,20829560.0
1764.8719310941187,20828944.0
1764.8733199824615,20828710.0
1764.8747088708044,20830082.0
1764.8760977591487,20832190.0
1764.8774866472613,20825096.0
1764.878875535608,20826344.0
1764.8802644239556,20824074.0
1764.8816533123047,20822028.0
1764.8830422004228,20821676.0
1764.8844310887748,20816682.0
1764.8858199768945,20811570.0
1764.8872088652483,20809764.0
1764.888597753603,20804170.0
1764.8899866417264,20799566.0
1764.8913755298508,20798802.0
1764.8927644182093,20793808.0
1764.8941533063369,20791784.0
1764.8955421946985,20790934.0
1764.8969310828275,20788958.0
1764.898319970958,20788318.0
1764.8997088593223,20790076.0
1764.901097747455,20789772.0
1764.902486635589,20791048.0
1764.903875523724,20793038.0
1764.9052644118603,20792258.0
1764.9066532999984,20793298.0
1764.908042188138,20794356.0
1764.9094310762778,20793326.0
1764.9108199644188,20793730.0
1764.912208852561,20796306.0
1764.9135977407052,20796490.0
1764.9149866288503,20796606.0
1764.9163755169964,20797554.0
1764.9177644051438,20798050.0
1764.9191532932925,20799012.0
1764.9205421814418,20800446.0
1764.9219310693597,20801328.0
1764.9233199575112,20802446.0
1764.9247088456643,20800074.0
1764.9260977335855,20802480.0
1764.928875509898,20804328.0
1764.9302643978233,20804382.0
1764.931653285982,20803674.0
1764.9330421739094,20802210.0
1764.9344310620706,20804720.0
1764.93581995,20805624.0
1764.9372088379307,20802176.0
1764.9385977260956,20802002.0
1764.9399866140293,20799114.0
1764.9413755021972,20796360.0
1764.9427643901327,20800202.0
1764.944153278069,20801476.0
1764.9455421660068,20798584.0
1764.9469310539457,20802386.0
1764.948319942119,20802218.0
1764.9497088300602,20800286.0
1764.951097718003,20805070.0
1764.9524866059473,20808824.0
1764.9538754938928,20808546.0
1764.955264381839,20809978.0
1764.9566532697863,20810498.0
1764.9580421577348,20808810.0
1764.9594310456846,20811074.0
1764.9608199336355,20811104.0
1764.9622088215874,20809804.0
1764.9635977095415,20807090.0
1764.9649865972638,20808692.0
1764.9663754852193,20805564.0
1764.9677643731761,20804358.0
1764.9691532611341,20802052.0
1764.9705421488602,20800728.0
1764.9719310368205,20797820.0
1764.973319924782,20797498.0
1764.9747088125127,20793564.0
1764.976097700477,20795226.0
1764.9774865882096,20794584.0
1764.9788754761757,20791968.0
1764.9802643639102,20792580.0
1764.981653251879,20792750.0
1764.983042139616,20793366.0
1764.9844310275869,20793296.0
1764.9858199153268,20796282.0
1764.9872088033012,20797892.0
1764.9885976910427,20796154.0
1764.9899865787856,20799152.0
1764.99137546653,20797874.0
1764.992764354508,20798780.0
1764.9941532422545,20797114.0
1764.9955421300021,20797636.0
1764.9969310177507,20799862.0
1764.9983199055016,20798072.0
1764.9997087934862,20800220.0
1765.0010976812387,20800120.0
1765.002486568992,20801974.0
1765.003875456747,20802030.0
1765.0052643445028,20803472.0
1765.0066532322605,20804744.0
1765.0080421200196,20805128.0
1765.0094310077798,20805546.0
1765.010819895541,20806696.0
1765.0122087830703,20807598.0
1765.0135976708334,20807422.0
1765.0149865585975,20810366.0
1765.0163754463629,20811040.0
1765.0177643341297,20811952.0
1765.0191532216645,20811372.0
1765.020542109434,20808058.0
1765.0219309972051,20808864.0
1765.0233198847434,20807274.0
1765.0247087725159,20802974.0
1765.0260976602897,20804214.0
1765.0274865478318,20802282.0
1765.0288754356077,20797822.0
1765.0302643231523,20795752.0
1765.0316532109314,20793948.0
1765.0330420984787,20791928.0
1765.0344309862596,20792454.0
1765.0358198738088,20790764.0
1765.037208761592,20790302.0
1765.0385976491436,20792794.0
1765.0399865366962,20793770.0
1765.041375424483,20795180.0
1765.0427643120381,20796966.0
1765.044153199595,20799686.0
1765.0455420871533,20803368.0
1765.0469309749449,20806970.0
1765.0483198625045,20809948.0
1765.0497087500655,20810144.0
1765.0510976376277,20814794.0
1765.0524865251912,20815126.0
1765.0538754127558,20817456.0
1765.0552643005549,20806936.0
1765.0566531881227,20815674.0
1765.0580420756908,20817718.0
1765.05943096326,20818950.0
1765.0608198508303,20818750.0
1765.0622087384022,20816944.0
1765.0635976257422,20810590.0
1765.0663754008922,20812510.0
1765.0677642884693,20809986.0
1765.0691531760467,20808062.0
1765.0705420636257,20808034.0
1765.0719309512056,20807352.0
1765.0733198385542,20806512.0
1765.0747087261364,20806184.0
1765.0760976137199,20805408.0
1765.078875388659,20805408.0
1765.080264276246,20803022.0
1765.0816531636017,20801884.0
1765.083042051191,20804618.0
1765.0844309387815,20804782.0
1765.0858198261406,20806938.0
1765.0872087137334,20805296.0
1765.088597601095,20809252.0
1765.0899864886908,20806540.0
1765.0913753760553,20807182.0
1765.0927642634203,20808890.0
1765.094153151019,20807496.0
1765.0955420383864,20808210.0
1765.0969309259885,20805740.0
1765.0983198133588,20803848.0
1765.0997087007297,20805456.0
1765.1010975881024,20802408.0
1765.102486475709,20802214.0
1765.105264250459,20798946.0
1765.1066531378358,20797932.0
1765.1080420254466,20797870.0
1765.1094309128257,20796290.0
1765.110819800206,20796218.0
1765.1122086875882,20793708.0
1765.1135975749714,20793820.0
1765.1149864623553,20795020.0
1765.1163753497406,20792570.0
1765.1177642371267,20794772.0
1765.119153124514,20795908.0
1765.1205420119027,20793064.0
1765.1219308992922,20791206.0
1765.123319786684,20789702.0
1765.1247086740768,20792154.0
1765.1260975614703,20791390.0
1765.1274864488648,20791450.0
1765.1288753360277,20788948.0
1765.1302642234243,20791160.0
1765.1316531108228,20791348.0
1765.1330419982219,20789242.0
1765.1344308856224,20786556.0
1765.1358197727918,20785298.0
1765.1372086601953,20784682.0
1765.1385975475991,20783274.0
1765.1399864347718,20783834.0
1765.141375322178,20784070.0
1765.1427642095857,20781400.0
1765.1441530967616,20781176.0
1765.1455419841714,20783366.0
1765.1469308713506,20784752.0
1765.1483197587634,20784990.0
1765.149708645944,20789554.0
1765.1510975333586,20793096.0
1765.1524864205417,20797118.0
1765.1538753079587,20799640.0
1765.1552641951441,20802776.0
1765.1566530825635,20809836.0
1765.158041969752,20810562.0
1765.1594308569415,20818086.0
1765.1608197443645,20821718.0
1765.1622086315558,20823920.0
1765.1635975187482,20826598.0
1765.1649864061746,20828582.0
1765.1663752933698,20828490.0
1765.1677641805657,20831778.0
1765.1691530677635,20831116.0
1765.1705419551956,20830462.0
1765.171930842395,20824932.0
1765.173319729596,20825622.0
1765.1747086167977,20822936.0
1765.176097504001,20819590.0
1765.1774863912053,20812754.0
1765.178875278411,20809300.0
1765.1802641656177,20807902.0
1765.181653052826,20805280.0
1765.1830419400358,20802052.0
1765.1844308272468,20798454.0
1765.1872086016717,20791568.0
1765.1885974888855,20790406.0
1765.1899863761005,20789074.0
1765.1913752633166,20784846.0
1765.1927641505347,20785302.0
1765.194153037754,20787318.0
1765.195541924974,20789394.0
1765.1969308121948,20791098.0
1765.198319699184,20792472.0
1765.199708586407,20796386.0
1765.2010974736318,20800918.0
1765.2024863608574,20806234.0
1765.203875247852,20811106.0
1765.2052641350808,20802220.0
1765.2066530223099,20814454.0
1765.2080419093074,20815474.0
1765.209430796539,20820982.0
1765.210819683772,20820570.0
1765.2122085707729,20821606.0
1765.2135974580083,20820436.0
1765.2149863450122,20820606.0
1765.2163752322504,20817614.0
1765.2177641192561,20816416.0
1765.2191530064963,20812774.0
1765.2205418935043,20812312.0
1765.2219307807468,20808806.0
1765.2233196677573,20803596.0
1765.2247085550018,20800814.0
1765.2260974420146,20794672.0
1765.2274863290297,20793044.0
1765.2288752162785,20789078.0
1765.2302641032952,20787760.0
1765.2316529905456,20784114.0
1765.2330418775643,20780608.0
1765.2344307645844,20780472.0
1765.2358196516057,20780792.0
1765.237208538861,20778852.0
1765.2385974258852,20776512.0
1765.239986312911,20779144.0
1765.2413751999368,20781588.0
1765.242764086964,20781156.0
1765.244152974225,20781096.0
1765.2455418612549,20781580.0
1765.2469307482854,20780360.0
1765.2483196353176,20783268.0
1765.2497085223513,20782484.0
1765.2510974093861,20780644.0
1765.2524862964215,20779728.0
1765.2538751834584,20780554.0
1765.2552640704962,20782988.0
1765.2566529575354,20782074.0
1765.2580418445755,20783612.0
1765.2594307316167,20783260.0
1765.2608196186602,20786878.0
1765.2622085057046,20788546.0
1765.2635973927495,20790976.0
1765.2649862797955,20794674.0
1765.2663751668429,20797040.0
1765.2677640538914,20801680.0
1765.2691529407089,20801054.0
1765.2705418277603,20803474.0
1765.2719307148132,20806410.0
1765.2733196018671,20805826.0
1765.2747084889218,20809600.0
1765.278875149859,20802682.0
1765.2802640366854,20809210.0
1765.2816529237457,20806676.0
1765.2830418108074,20808488.0
1765.2844306976378,20809726.0
1765.2858195847025,20807696.0
1765.2872084717674,20807284.0
1765.288597358601,20810470.0
1765.2899862456684,20808638.0
1765.2913751325043,20806168.0
1765.2927640195742,20807014.0
1765.2941529064121,20811800.0
1765.295541793485,20811082.0
1765.296930680326,20813166.0
1765.298319567401,20814426.0
1765.2997084542437,20815226.0
1765.3010973413209,20817008.0
1765.3024862281661,20816232.0
1765.3038751152453,20818770.0
1765.3052640020928,20818326.0
1765.3066528889426,20809960.0
1765.308041776026,20816902.0
1765.3094306628773,20814636.0
1765.3108195497296,20810974.0
1765.312208436816,20816036.0
1765.3135973236706,20814392.0
1765.3149862105267,20812728.0
1765.3163750973838,20807824.0
1765.3177639844755,20806786.0
1765.319152871336,20799970.0
1765.3205417581964,20803200.0
1765.3219306450583,20800990.0
1765.3233195319212,20798258.0
1765.3247084190184,20795666.0
1765.3260973058839,20794596.0
1765.3274861927505,20791426.0
1765.3288750796182,20790560.0
1765.3302639664878,20788514.0
1765.3316528533587,20788140.0
1765.33304174023,20784306.0
1765.3344306271026,20785582.0
1765.3358195139765,20781320.0
1765.3372084008513,20784122.0
1765.3385972877272,20785972.0
1765.3399861746045,20785228.0
1765.3413750614836,20789596.0
1765.3427639483639,20786132.0
1765.344152835245,20797582.0
1765.3455417221269,20799024.0
1765.34693060901,20802768.0
1765.3483194958942,20808308.0
1765.3497083825469,20808628.0
1765.3510972694346,20810116.0
1765.3524861563237,20814154.0
1765.3538750432137,20817470.0
1765.3552639301038,20821382.0
1765.3566528167626,20821408.0
1765.358041703655,20821148.0
1765.359430590549,20820498.0
1765.360819477444,20820994.0
1765.3622083641076,20822356.0
1765.3649861379047,20817966.0
1765.3663750245717,20818756.0
1765.3677639114726,20814894.0
1765.3691527983747,20814448.0
1765.3705416850455,20812694.0
1765.3719305719499,20808078.0
1765.3733194588553,20807652.0
1765.3747083455294,20804938.0
1765.3760972324383,20803284.0
1765.3774861191152,20802760.0
1765.378875006026,20797088.0
1765.3802638927045,20797524.0
1765.3816527796173,20795494.0
1765.3830416662984,20796876.0
1765.3844305532134,20792734.0
1765.3858194398972,20789642.0
1765.3872083268154,20786610.0
1765.388597213502,20783792.0
1765.389986100189,20784574.0
1765.39137498711,20783094.0
1765.3927638737994,20783572.0
1765.3941527604902,20782644.0
1765.3955416474148,20782892.0
1765.396930534108,20781498.0
1765.3983194208026,20778628.0
1765.4010971944278,20781892.0
1765.4024860811257,20786300.0
1765.4038749680576,20785612.0
1765.4052638547578,20790796.0
1765.406652741459,20791210.0
1765.4080416281613,20796718.0
1765.4094305148658,20797562.0
1765.41220828851,20796882.0
1765.4135971752173,20803968.0
1765.4149860619257,20807246.0
1765.4191527220578,20813608.0
1765.4205416087711,20816094.0
1765.421930495486,20816668.0
1765.4233193824352,20816046.0
1765.4247082691518,20815848.0
1765.4260971558695,20815238.0
1765.4274860425885,20812680.0
1765.428874929309,20806796.0
1765.4302638160302,20803212.0
1765.4316527025208,20807868.0
1765.433041589246,20803886.0
1765.4344304759716,20801232.0
1765.4358193626977,20799414.0
1765.437208249425,20789754.0
1765.4385971361535,20790860.0
1765.4399860228832,20788194.0
1765.4413749096143,20782542.0
1765.4427637963463,20785846.0
1765.4441526828473,20781118.0
1765.4455415695822,20782500.0
1765.4469304563181,20782914.0
1765.448319343055,20778344.0
1765.449708229793,20780420.0
1765.4510971162993,20785476.0
1765.4524860030397,20786526.0
1765.453874889781,20789694.0
1765.4552637765246,20800434.0
1765.4566526630363,20793542.0
1765.4580415497817,20801710.0
1765.4594304365278,20803896.0
1765.4608193230424,20803130.0
1765.462208209791,20803646.0
1765.463597096541,20807582.0
1765.464985983059,20804560.0
1765.4663748698113,20803874.0
1765.4677637563323,20807698.0
1765.4691526430877,20808276.0
1765.4705415298436,20804848.0
1765.4719304163675,20802526.0
1765.473319303126,20804882.0
1765.4747081896521,20802902.0
1765.4760970764128,20802004.0
1765.4774859629417,20801366.0
1765.478874849705,20795766.0
1765.480263736237,20798560.0
1765.4816526230024,20792934.0
1765.483041509536,20799332.0
1765.4844303960708,20801472.0
1765.4858192828394,20799530.0
1765.4872081693766,20800492.0
1765.4885970561477,20805104.0
1765.489985942688,20808786.0
1765.4913748292292,20809438.0
1765.4927637160042,20815300.0
1765.4941526025473,20814438.0
1765.4969303758696,20817432.0
1765.498319262416,20818106.0
1765.4997081489641,20819036.0
1765.5010970355136,20817494.0
1765.5024859222974,20815366.0
1765.5038748088486,20811778.0
1765.5052636954013,20812628.0
1765.5066525819548,20813162.0
1765.5080414687427,20806756.0
1765.5094303552994,20810680.0
1765.5108192418575,20799314.0
1765.512208128416,20799742.0
1765.5135970149763,20799678.0
1765.5149859015376,20796898.0
1765.5163747880997,20793248.0
1765.5177636748958,20789796.0
1765.5191525614603,20789818.0
1765.5205414480258,20783340.0
1765.5219303345925,20789872.0
1765.5233192211604,20790844.0
1765.5247081077302,20791606.0
1765.5260969943013,20793082.0
1765.5274858808727,20790310.0
1765.5288747674454,20789388.0
1765.5302636540193,20794798.0
1765.5316525405942,20798526.0
1765.535819200327,20801764.0
1765.5372080869076,20797900.0
1765.5385969734887,20800310.0
1765.5399858600706,20798566.0
1765.541374746421,20800226.0
1765.5427636330057,20798240.0
1765.5441525195913,20800172.0
1765.5455414061785,20794852.0
1765.548319179357,20802448.0
1765.5497080657144,20803380.0
1765.5510969523064,20805140.0
1765.552485838899,20807090.0
1765.5538747254932,20807306.0
1765.5552636120883,20807402.0
1765.5566524984517,20810820.0
1765.5594302716488,20812528.0
1765.5608191582492,20810420.0
1765.5622080446174,20811398.0
1765.56359693122,20809720.0
1765.5677635908007,20813404.0
1765.569152477408,20810938.0
1765.5705413637838,20809328.0
1765.5719302503942,20810546.0
1765.5733191367717,20807192.0
1765.5747080233834,20806748.0
1765.5760969099963,20798436.0
1765.5774857963777,20798340.0
1765.578874682993,20796432.0
1765.581652455995,20789950.0
1765.5830413423816,20787074.0
1765.5844302290018,20786170.0
1765.587208002014,20783674.0
1765.5885968884047,20785002.0
1765.5899857750296,20785558.0
1765.5913746614226,20788536.0
1765.5927635480505,20789230.0
1765.5941524344464,20791496.0
1765.5955413208433,20790494.0
1765.5969302074739,20790368.0
1765.5983190938732,20793968.0
1765.6010968669075,20804764.0
1765.60248575331,20804866.0
1765.6038746399468,20807206.0
1765.6052635263525,20807536.0
1765.6066524127593,20808466.0
1765.6080412991666,20809720.0
1765.609430185808,20813870.0
1765.6108190722175,20807722.0
1765.6122079586287,20806020.0
1765.6135968452734,20809002.0
1765.6149857316866,20808454.0
1765.6163746181016,20802740.0
1765.6177635045183,20805702.0
1765.619152390935,20802346.0
1765.6205412775857,20799212.0
1765.621930164005,20794662.0
1765.6233190504254,20788940.0
1765.624707936847,20787448.0
1765.6260968232698,20781118.0
1765.6274857096942,20777030.0
1765.6288745963527,20777464.0
1765.6302634827791,20771738.0
1765.6316523692067,20770712.0
1765.6330412556354,20774350.0
1765.6344301420652,20770080.0
1765.6358190284961,20770484.0
1765.6372079149282,20770352.0
1765.6385968013626,20768408.0
1765.6399856877977,20767800.0
1765.6427634606705,20767090.0
1765.6441523471085,20772484.0
1765.6455412335479,20767496.0
1765.6469301199882,20770596.0
1765.64831900643,20767748.0
1765.6510967793174,20759724.0
1765.6524856657636,20774268.0
1765.65387455221,20776444.0
1765.6566523251063,20777510.0
1765.6580412115563,20781756.0
1765.6594300977752,20778854.0
1765.6608189842284,20778950.0
1765.6622078706826,20789932.0
1765.6635967571378,20791044.0
1765.6677634162766,20805220.0
1765.669152302736,20806384.0
1765.6705411891965,20808494.0
1765.671930075658,20812396.0
1765.673318962122,20813346.0
1765.674707848354,20813508.0
1765.677485621286,20817526.0
1765.6788745077536,20817818.0
1765.6802633939897,20804388.0
1765.6816522804597,20813770.0
1765.6830411669312,20811482.0
1765.6844300531714,20812188.0
1765.6858189396457,20806822.0
1765.6872078261206,20803880.0
1765.6885967123637,20799826.0
1765.6899855988408,20796828.0
1765.6913744850865,20799852.0
1765.6927633715661,20798014.0
1765.6941522580469,20794612.0
1765.695541144296,20794414.0
1765.6969300307796,20794712.0
1765.6983189170319,20800178.0
1765.6997078035174,20797826.0
1765.701096690004,20807878.0
1765.7024855762593,20810842.0
1765.7038744627482,20814856.0
1765.7052633490057,20812622.0
1765.706652235497,20818936.0
1765.7080411217576,20821610.0
1765.709430008252,20822928.0
1765.710818894514,20825060.0
1765.7122077810102,20825796.0
1765.7135966672747,20823434.0
1765.7149855535404,20822644.0
1765.71637444004,20824596.0
1765.7177633263082,20822676.0
1765.719152212811,20820662.0
1765.720541099082,20817540.0
1765.7233188718592,20809362.0
1765.724707758133,20809662.0
1765.7260966446413,20806608.0
1765.7274855309176,20802646.0
1765.7302633037073,20799676.0
1765.731652189988,20790706.0
1765.7330410762697,20790864.0
1765.7344299625527,20790612.0
1765.735818849069,20790076.0
1765.7372077353534,20790184.0
1765.7385966216395,20789482.0
1765.7427632807376,20795652.0
1765.7441521670287,20798888.0
1765.7455410533203,20802022.0
1765.7469299398463,20805034.0
1765.7483188261403,20806576.0
1765.7497077124356,20807968.0
1765.751096598732,20812014.0
1765.7524854850296,20811648.0
1765.7538743713292,20807464.0
1765.755263257863,20810042.0
1765.756652144164,20809416.0
1765.7580410304663,20817054.0
1765.75942991677,20811398.0
1765.7608188030747,20813500.0
1765.7622076893806,20810800.0
1765.7635965756876,20812824.0
1765.7649854619967,20807258.0
1765.766374348307,20808396.0
1765.7691521209294,20805400.0
1765.7705410072426,20799964.0
1765.7719298935567,20805612.0
1765.7733187798724,20803786.0
1765.7747076661888,20803570.0
1765.7760965525072,20802204.0
1765.777485438827,20799782.0
1765.781652097791,20798486.0
1765.7830409841147,20806330.0
1765.7844298704397,20812294.0
1765.7858187567656,20814256.0
1765.7872076430938,20813516.0
1765.7885965294226,20817756.0
1765.7899854157524,20820494.0
1765.7913743020833,20821870.0
1765.7927631881823,20819702.0
1765.7941520745155,20824192.0
1765.7955409608498,20822002.0
1765.7969298471855,20820954.0
1765.8010965059677,20818364.0
1765.802485392308,20817978.0
1765.8038742786503,20818312.0
1765.8052631649934,20820466.0
1765.8066520513373,20816254.0
1765.8080409374497,20813722.0
1765.8094298237959,20814290.0
1765.8108187101438,20817842.0
1765.812207596493,20814034.0
1765.8135964826101,20808876.0
1765.8177631414335,20809802.0
1765.819152027788,20809014.0
1765.8205409141435,20807166.0
1765.8219298002684,20800332.0
1765.823318686627,20804060.0
1765.8247075729864,20803214.0
1765.826096459114,20803272.0
1765.8274853454755,20801024.0
1765.8288742316054,20798172.0
1765.8302631179693,20794634.0
1765.8316520043347,20796150.0
1765.8330408904687,20797818.0
1765.8344297768372,20794414.0
1765.835818662973,20790276.0
1765.8372075493428,20789036.0
1765.8385964357137,20790652.0
1765.8399853218532,20791622.0
1765.8413742082266,20786710.0
1765.8427630943686,20787826.0
1765.8441519807443,20790152.0
1765.845540866889,20786706.0
1765.846929753268,20791332.0
1765.8483186394146,20787066.0
1765.849707525795,20792114.0
1765.8510964119441,20796376.0
1765.852485298094,20795852.0
1765.8538741844782,20793900.0
1765.8552630706304,20795848.0
1765.8566519570177,20797318.0
1765.8580408431733,20798664.0
1765.859429729562,20796138.0
1765.8608186157194,20796966.0
1765.8622075018775,20799262.0
1765.8635963882698,20793382.0
1765.8649852744306,20795370.0
1765.8663741605926,20798732.0
1765.8677630469892,20792852.0
1765.8691519331542,20795570.0
1765.8705408193198,20794192.0
1765.8719297057191,20791562.0
1765.8733185918877,20788756.0
1765.8747074780574,20781792.0
1765.8760963644604,20783342.0
1765.877485250632,20784378.0
1765.878874136805,20770052.0
1765.8802630232124,20769174.0
1765.881651909387,20774868.0
1765.8830407955634,20778062.0
1765.8844296817406,20778414.0
1765.8858185679192,20780702.0
1765.8872074543317,20780546.0
1765.8885963405125,20779642.0
1765.8899852266945,20779376.0
1765.8927629990635,20786862.0
1765.894151885482,20791376.0
1765.895540771669,20799242.0
1765.8969296578568,20799478.0
1765.8983185440459,20802368.0
1765.899707430236,20805996.0
1765.9010963164278,20808056.0
1765.9038740890487,20802878.0
1765.9052629752437,20798326.0
1765.9066518614397,20808892.0
1765.9080407476372,20808018.0
1765.909429633836,20812406.0
1765.9108185200357,20811254.0
1765.9122074062366,20809314.0
1765.9135962924395,20804880.0
1765.9149851786435,20810096.0
1765.916374064848,20804498.0
1765.9177629510536,20805096.0
1765.9191518372609,20808854.0
1765.9205407234688,20802904.0
1765.9219296096783,20805056.0
1765.9233184958887,20805060.0
1765.924707382101,20803596.0
1765.9260962683143,20803946.0
1765.9274851545285,20797162.0
1765.9288740407435,20799346.0
1765.93026292696,20802356.0
1765.9316518131775,20799010.0
1765.9330406993963,20799392.0
1765.934429585616,20798146.0
1765.9358184718374,20795980.0
1765.9372073580603,20789782.0
1765.9385962442846,20788312.0
1765.9399851302765,20785602.0
1765.941374016502,20781458.0
1765.94276290273,20782014.0
1765.9441517889588,20782258.0
1765.945540675188,20775602.0
1765.9469295614188,20778444.0
1765.948318447651,20780836.0
1765.949707333652,20785140.0
1765.951096219886,20786392.0
1765.9524851061215,20788806.0
1765.953873992358,20792756.0
1765.9552628785957,20792694.0
1765.956651764602,20798702.0
1765.958040650842,20805250.0
1765.9594295370837,20805174.0
1765.9608184233266,20810818.0
1765.9622073093376,20805938.0
1765.9635961955823,20812898.0
1765.9649850818284,20815370.0
1765.9663739680755,20810860.0
1765.967762854091,20812372.0
1765.9691517403405,20808240.0
1765.970540626592,20813756.0
1765.9719295126117,20811200.0
1765.9747072851192,20804042.0
1765.9760961711415,20804088.0
1765.977485057398,20797674.0
1765.978873943656,20797582.0
1765.9802628296823,20796628.0
1765.9816517159425,20795428.0
1765.9830406019714,20787330.0
1765.9844294882348,20783372.0
1765.9858183744986,20786774.0
1765.9872072605306,20786644.0
1765.988596146797,20782018.0
1765.9913739191,20779216.0
1765.9927628053695,20782868.0
1765.994151691408,20782590.0
1765.9955405776807,20781662.0
1765.9969294637212,20782540.0
1765.9983183499955,20781976.0
1765.9997072360381,20786960.0
1766.0010961223152,20792626.0
1766.00248500836,20795156.0
1766.0038738946391,20795296.0
1766.0052627806874,20800266.0
1766.0066516669697,20797518.0
1766.0080405530193,20801106.0
1766.0094294393039,20802610.0
1766.010818325357,20805634.0
1766.0122072114102,20803276.0
1766.0135960976975,20807184.0
1766.0149849837535,20805978.0
1766.016373870044,20803888.0
1766.0177627561027,20809964.0
1766.019151642395,20806588.0
1766.021929414517,20807224.0
1766.0247071868766,20800346.0
1766.0260960729422,20801392.0
1766.0274849592413,20800428.0
1766.0288738453096,20802256.0
1766.0302627313788,20803002.0
1766.0316516176817,20800916.0
1766.033040503753,20804062.0
1766.0358182761317,20805970.0
1766.0372071622064,20807584.0
1766.0385960482822,20807406.0
1766.039984934593,20812090.0
1766.0413738206717,20815746.0
1766.044151592832,20816280.0
1766.0455404791464,20815862.0
1766.0469293652293,20813120.0
1766.0483182513135,20817196.0
1766.049707137399,20814396.0
1766.0510960234863,20814170.0
1766.0524849098076,20810092.0
1766.0538737958964,20799756.0
1766.0552626819863,20801784.0
1766.0566515680775,20799944.0
1766.0580404541702,20798492.0
1766.0594293404965,20794842.0
1766.0608182265914,20790068.0
1766.062207112688,20789570.0
